abundance,gdppc,location_id,year,temp_avg,precip_avg,state
98,34344.0625,10,1993,18.1243316650391,232.050994873047,48
80,35151.234375,10,1994,18.2959136962891,233.568997192383,48
153,35733.81640625,10,1995,18.4367492675781,231.674998474121,48
165,36860.78515625,10,1996,18.5728332519532,227.231997680664,48
244,38783.25390625,10,1997,18.7246673583985,227.279998779297,48
160,40159.421875,10,1998,18.8987487792969,226.847999572754,48
96,41605.01171875,10,1999,18.9328308105469,226.238995361328,48
147,43219.0078125,10,2000,19.0079132080078,223.650997924805,48
179,43048.65234375,10,2001,19.1171630859375,222.393005371094,48
202,42633.53125,10,2002,19.2040802001953,222.241007995605,48
11497,36995.8828125,432,1994,8.22599792480471,163.585000610352,41
15378,38211.609375,432,1995,8.5328308105469,165.45,41
14956,39329.765625,432,1996,8.51374816894534,165.106002807617,41
6564,43555.58984375,432,2000,8.1779968261719,171.4169921875,41
2023,43144.53515625,432,2001,8.10908203125002,172.072985839844,41
13500,45319.7421875,432,2004,8.20508117675784,175.680987548828,41
419,37222.83984375,433,1990,23.6304992675782,389.037991333008,12
507,36466.57421875,433,1991,23.7157501220703,395.286990356445,12
440,36732.59375,433,1992,23.6565002441407,394.039993286133,12
351,37500.1875,433,1993,23.6924987792969,394.965994262695,12
329,38216.35546875,433,1994,23.7698303222657,400.705996704102,12
621,39030.75390625,433,1995,23.7756652832032,402.095993041992,12
299,39824.8828125,433,1996,23.7419158935547,399.504995727539,12
350,40586.25390625,433,1997,23.8176666259766,402.608993530273,12
350,41863.85546875,433,1998,23.932666015625,405.118984985352,12
622,43070.703125,433,1999,23.8971649169922,404.560983276367,12
771,44087.75390625,433,2000,23.8250793457032,400.359991455078,12
762,43961.69921875,433,2001,23.7625762939453,397.2919921875,12
766,44835.41015625,433,2002,23.7896606445313,398.076989746094,12
578,45680.234375,433,2003,23.7857452392578,398.330987548828,12
668,47915.7890625,433,2004,23.7475799560547,394.678985595703,12
705,49772.42578125,433,2005,23.741162109375,393.428991699219,12
584,50895.01171875,433,2006,23.7857452392578,393.422991943359,12
690,50591.9140625,433,2007,23.7830780029297,392.2669921875,12
1004,33053.77734375,434,1990,22.9489929199219,362.213986206055,48
1349,32754.63671875,434,1991,23.0191619873047,363.785992431641,48
1213,33666.4609375,434,1992,22.974496459961,364.397998046875,48
960,34344.0625,434,1993,22.9981628417969,367.191998291016,48
1800,35151.234375,434,1994,23.0703308105469,370.925,48
1192,35733.81640625,434,1995,23.1460815429688,370.620999145508,48
1233,36860.78515625,434,1996,23.1445007324219,367.895999145508,48
809,38783.25390625,434,1997,23.1763336181641,371.041003417969,48
1056,40159.421875,434,1998,23.30283203125,373.946008300781,48
1343,41605.01171875,434,1999,23.3771667480469,375.260009765625,48
1106,43219.0078125,434,2000,23.3838317871094,375.585003662109,48
1187,43048.65234375,434,2001,23.3265808105469,374.492999267578,48
3706,42633.53125,434,2002,23.3379974365235,376.02200012207,48
2917,43312.94921875,434,2003,23.3650817871094,377.472998046875,48
2179,44553.67578125,434,2004,23.3304992675782,377.190997314453,48
2153,46590.20703125,434,2005,23.3471649169922,377.971994018555,48
2131,47266.3515625,434,2006,23.4244140625,381.516995239258,48
2171,47810.75,434,2007,23.437582397461,383.176989746094,48
677,37222.83984375,435,1990,22.70791015625,389.037991333008,12
754,36466.57421875,435,1991,22.7651580810547,395.286990356445,12
748,36732.59375,435,1992,22.6912414550782,394.039993286133,12
644,37500.1875,435,1993,22.7404083251953,394.965994262695,12
746,38216.35546875,435,1994,22.8350738525391,400.705996704102,12
653,39030.75390625,435,1995,22.8520751953125,402.095993041992,12
743,39824.8828125,435,1996,22.8227416992188,399.504995727539,12
655,40586.25390625,435,1997,22.8907409667969,402.608993530273,12
731,41863.85546875,435,1998,23.0334930419922,405.118984985352,12
1052,44087.75390625,435,2000,22.9270751953125,400.359991455078,12
943,43961.69921875,435,2001,22.8870758056641,397.2919921875,12
872,44835.41015625,435,2002,22.9048278808594,398.076989746094,12
860,45680.234375,435,2003,22.9077453613282,398.330987548828,12
271,47915.7890625,435,2004,22.8611633300782,394.678985595703,12
533,49772.42578125,435,2005,22.8494140625,393.428991699219,12
542,50895.01171875,435,2006,22.890414428711,393.422991943359,12
365,50591.9140625,435,2007,22.8822479248047,392.2669921875,12
678,37222.83984375,436,1990,22.6173370361328,389.037991333008,12
739,36466.57421875,436,1991,22.665170288086,395.286990356445,12
770,36732.59375,436,1992,22.5919219970703,394.039993286133,12
732,37500.1875,436,1993,22.6475891113282,394.965994262695,12
670,38216.35546875,436,1994,22.7521728515625,400.705996704102,12
584,39030.75390625,436,1995,22.7596740722656,402.095993041992,12
645,39824.8828125,436,1996,22.7271728515625,399.504995727539,12
666,40586.25390625,436,1997,22.7790893554688,402.608993530273,12
564,41863.85546875,436,1998,22.9196716308594,405.118984985352,12
943,43070.703125,436,1999,22.8948364257813,404.560983276367,12
660,44087.75390625,436,2000,22.827670288086,400.359991455078,12
531,43961.69921875,436,2001,22.7800872802735,397.2919921875,12
709,44835.41015625,436,2002,22.7970031738282,398.076989746094,12
564,45680.234375,436,2003,22.8052520751953,398.330987548828,12
536,47915.7890625,436,2004,22.7590026855469,394.678985595703,12
484,49772.42578125,436,2005,22.7540008544922,393.428991699219,12
420,50895.01171875,436,2006,22.7979187011719,393.422991943359,12
453,50591.9140625,436,2007,22.8049987792969,392.2669921875,12
973,37222.83984375,437,1990,22.6173370361328,389.037991333008,12
842,36466.57421875,437,1991,22.665170288086,395.286990356445,12
744,36732.59375,437,1992,22.5919219970703,394.039993286133,12
839,37500.1875,437,1993,22.6475891113282,394.965994262695,12
903,38216.35546875,437,1994,22.7521728515625,400.705996704102,12
941,39030.75390625,437,1995,22.7596740722656,402.095993041992,12
805,39824.8828125,437,1996,22.7271728515625,399.504995727539,12
922,40586.25390625,437,1997,22.7790893554688,402.608993530273,12
762,41863.85546875,437,1998,22.9196716308594,405.118984985352,12
743,43070.703125,437,1999,22.8948364257813,404.560983276367,12
692,44087.75390625,437,2000,22.827670288086,400.359991455078,12
617,43961.69921875,437,2001,22.7800872802735,397.2919921875,12
640,44835.41015625,437,2002,22.7970031738282,398.076989746094,12
714,45680.234375,437,2003,22.8052520751953,398.330987548828,12
593,47915.7890625,437,2004,22.7590026855469,394.678985595703,12
544,49772.42578125,437,2005,22.7540008544922,393.428991699219,12
640,50895.01171875,437,2006,22.7979187011719,393.422991943359,12
571,50591.9140625,437,2007,22.8049987792969,392.2669921875,12
1075,37222.83984375,438,1990,22.6173370361328,389.037991333008,12
1070,36466.57421875,438,1991,22.665170288086,395.286990356445,12
842,36732.59375,438,1992,22.5919219970703,394.039993286133,12
750,37500.1875,438,1993,22.6475891113282,394.965994262695,12
900,38216.35546875,438,1994,22.7521728515625,400.705996704102,12
942,39030.75390625,438,1995,22.7596740722656,402.095993041992,12
852,39824.8828125,438,1996,22.7271728515625,399.504995727539,12
925,40586.25390625,438,1997,22.7790893554688,402.608993530273,12
1134,41863.85546875,438,1998,22.9196716308594,405.118984985352,12
845,43070.703125,438,1999,22.8948364257813,404.560983276367,12
699,44087.75390625,438,2000,22.827670288086,400.359991455078,12
634,43961.69921875,438,2001,22.7800872802735,397.2919921875,12
780,44835.41015625,438,2002,22.7970031738282,398.076989746094,12
746,45680.234375,438,2003,22.8052520751953,398.330987548828,12
527,47915.7890625,438,2004,22.7590026855469,394.678985595703,12
502,49772.42578125,438,2005,22.7540008544922,393.428991699219,12
509,50895.01171875,438,2006,22.7979187011719,393.422991943359,12
679,50591.9140625,438,2007,22.8049987792969,392.2669921875,12
1082,33053.77734375,439,1990,21.0476684570313,346.048007202148,48
913,32754.63671875,439,1991,21.0577514648438,349.111004638672,48
1124,33666.4609375,439,1992,21.0124176025391,348.361004638672,48
711,34344.0625,439,1993,21.1007507324219,350.866003417969,48
711,35151.234375,439,1994,21.1314178466797,354.103005981445,48
703,35733.81640625,439,1995,21.1907531738282,354.146011352539,48
742,36860.78515625,439,1996,21.2035858154297,352.39900817871097,48
792,38783.25390625,439,1997,21.20625,356.130004882813,48
581,40159.421875,439,1998,21.3146667480469,359.57600402832,48
962,41605.01171875,439,1999,21.4162506103516,359.277005004883,48
889,43219.0078125,439,2000,21.4059997558594,359.502005004883,48
895,43048.65234375,439,2001,21.3634155273438,358.260012817383,48
715,42633.53125,439,2002,21.3605834960938,361.252011108398,48
1006,43312.94921875,439,2003,21.366748046875,362.183010864258,48
858,44553.67578125,439,2004,21.332666015625,362.318005371094,48
727,46590.20703125,439,2005,21.3541625976563,362.123004150391,48
946,47266.3515625,439,2006,21.4160797119141,364.029000854492,48
713,47810.75,439,2007,21.4246643066406,365.342999267578,48
577,37222.83984375,440,1990,21.6105773925782,349.661999511719,12
597,36466.57421875,440,1991,21.6243286132813,355.117004394531,12
506,36732.59375,440,1992,21.5302459716797,352.948999023438,12
531,37500.1875,440,1993,21.5643310546875,354.281997680664,12
603,38216.35546875,440,1994,21.6227478027344,358.763995361328,12
960,39030.75390625,440,1995,21.6047485351563,358.413989257813,12
745,39824.8828125,440,1996,21.5362487792969,355.767987060547,12
983,40586.25390625,440,1997,21.57724609375,357.972988891602,12
1158,41863.85546875,440,1998,21.7170806884766,360.479986572266,12
1341,43070.703125,440,1999,21.7514953613281,358.367990112305,12
955,44087.75390625,440,2000,21.6749969482422,355.772988891602,12
1331,43961.69921875,440,2001,21.637582397461,351.832989501953,12
1051,44835.41015625,440,2002,21.6729156494141,352.879992675781,12
1531,45680.234375,440,2003,21.6864166259766,352.937991333008,12
1515,47915.7890625,440,2004,21.6770812988282,351.500988769531,12
1712,49772.42578125,440,2005,21.6789978027344,350.694989013672,12
1261,50895.01171875,440,2006,21.7348327636719,350.400994873047,12
1318,50591.9140625,440,2007,21.7647491455078,348.643994140625,12
287,37222.83984375,441,1990,20.93349609375,360.799990844727,12
364,36466.57421875,441,1991,20.9644958496094,367.160986328125,12
397,36732.59375,441,1992,20.892578125,365.551989746094,12
445,37500.1875,441,1993,20.9679138183594,367.100988769531,12
460,38216.35546875,441,1994,21.0783294677735,372.139990234375,12
359,39030.75390625,441,1995,21.0723297119141,372.726992797852,12
365,39824.8828125,441,1996,21.017578125,369.487991333008,12
520,41863.85546875,441,1998,21.2557434082032,375.103997802734,12
462,43070.703125,441,1999,21.2515777587891,373.525003051758,12
452,44087.75390625,441,2000,21.1487457275391,369.974993896484,12
535,43961.69921875,441,2001,21.1094116210938,366.567001342773,12
460,44835.41015625,441,2002,21.1361633300782,367.113003540039,12
414,45680.234375,441,2003,21.1191619873047,367.188006591797,12
397,47915.7890625,441,2004,21.0731628417969,365.263006591797,12
402,49772.42578125,441,2005,21.0573303222656,364.098004150391,12
468,50895.01171875,441,2006,21.1198303222657,364.045007324219,12
505,50591.9140625,441,2007,21.1554138183594,362.682006835938,12
719,37222.83984375,442,1990,21.6105773925782,349.661999511719,12
660,36466.57421875,442,1991,21.6243286132813,355.117004394531,12
609,36732.59375,442,1992,21.5302459716797,352.948999023438,12
580,37500.1875,442,1993,21.5643310546875,354.281997680664,12
725,38216.35546875,442,1994,21.6227478027344,358.763995361328,12
764,39030.75390625,442,1995,21.6047485351563,358.413989257813,12
627,39824.8828125,442,1996,21.5362487792969,355.767987060547,12
687,40586.25390625,442,1997,21.57724609375,357.972988891602,12
630,41863.85546875,442,1998,21.7170806884766,360.479986572266,12
589,43070.703125,442,1999,21.7514953613281,358.367990112305,12
628,44087.75390625,442,2000,21.6749969482422,355.772988891602,12
634,43961.69921875,442,2001,21.637582397461,351.832989501953,12
474,44835.41015625,442,2002,21.6729156494141,352.879992675781,12
498,45680.234375,442,2003,21.6864166259766,352.937991333008,12
470,47915.7890625,442,2004,21.6770812988282,351.500988769531,12
608,49772.42578125,442,2005,21.6789978027344,350.694989013672,12
1085,29053.234375,443,1990,22.008578491211,351.464993286133,22
994,29376.462890625,443,1991,22.0188293457031,355.335995483398,22
1272,30243.30078125,443,1992,21.9499114990235,353.894003295898,22
944,31064.10546875,443,1993,21.9985778808594,356.266003417969,22
1115,32501.072265625,443,1994,22.0461608886719,358.864001464844,22
966,32845.59375,443,1995,22.0825805664063,358.598001098633,22
915,33375.07421875,443,1996,22.0277465820313,356.948999023438,22
823,34346.59765625,443,1997,22.0621612548828,360.027996826172,22
832,35004.97265625,443,1998,22.1631622314453,362.74899597168,22
1015,35393.96875,443,1999,22.2421630859375,360.925,22
788,35711.09375,443,2000,22.2380798339844,360.248999023438,22
680,37281.30078125,443,2001,22.2373321533203,357.745999145508,22
685,37919.19921875,443,2002,22.2667510986328,360.54299621582,22
804,38644.18359375,443,2003,22.2710021972657,360.496994018555,22
901,39619.33984375,443,2004,22.2986694335938,360.024996948242,22
692,41466.96875,443,2005,22.3215850830078,359.457995605469,22
626,44587.37890625,443,2006,22.4212524414063,360.87399597168,22
730,46130.19921875,443,2007,22.4630035400391,360.982998657227,22
865,37222.83984375,444,1990,21.6105773925782,349.661999511719,12
849,36466.57421875,444,1991,21.6243286132813,355.117004394531,12
866,36732.59375,444,1992,21.5302459716797,352.948999023438,12
720,37500.1875,444,1993,21.5643310546875,354.281997680664,12
797,38216.35546875,444,1994,21.6227478027344,358.763995361328,12
725,39030.75390625,444,1995,21.6047485351563,358.413989257813,12
749,39824.8828125,444,1996,21.5362487792969,355.767987060547,12
745,40586.25390625,444,1997,21.57724609375,357.972988891602,12
601,41863.85546875,444,1998,21.7170806884766,360.479986572266,12
610,43070.703125,444,1999,21.7514953613281,358.367990112305,12
642,44087.75390625,444,2000,21.6749969482422,355.772988891602,12
627,43961.69921875,444,2001,21.637582397461,351.832989501953,12
668,44835.41015625,444,2002,21.6729156494141,352.879992675781,12
494,45680.234375,444,2003,21.6864166259766,352.937991333008,12
420,47915.7890625,444,2004,21.6770812988282,351.500988769531,12
395,49772.42578125,444,2005,21.6789978027344,350.694989013672,12
385,50895.01171875,444,2006,21.7348327636719,350.400994873047,12
439,50591.9140625,444,2007,21.7647491455078,348.643994140625,12
414,37222.83984375,445,1990,20.93349609375,360.799990844727,12
393,36466.57421875,445,1991,20.9644958496094,367.160986328125,12
330,36732.59375,445,1992,20.892578125,365.551989746094,12
381,37500.1875,445,1993,20.9679138183594,367.100988769531,12
323,38216.35546875,445,1994,21.0783294677735,372.139990234375,12
288,39030.75390625,445,1995,21.0723297119141,372.726992797852,12
329,39824.8828125,445,1996,21.017578125,369.487991333008,12
335,40586.25390625,445,1997,21.0842437744141,372.028994750977,12
316,41863.85546875,445,1998,21.2557434082032,375.103997802734,12
351,43070.703125,445,1999,21.2515777587891,373.525003051758,12
322,44087.75390625,445,2000,21.1487457275391,369.974993896484,12
620,43961.69921875,445,2001,21.1094116210938,366.567001342773,12
470,44835.41015625,445,2002,21.1361633300782,367.113003540039,12
424,45680.234375,445,2003,21.1191619873047,367.188006591797,12
441,47915.7890625,445,2004,21.0731628417969,365.263006591797,12
383,49772.42578125,445,2005,21.0573303222656,364.098004150391,12
429,50895.01171875,445,2006,21.1198303222657,364.045007324219,12
361,50591.9140625,445,2007,21.1554138183594,362.682006835938,12
574,33053.77734375,446,1990,20.5419952392578,285.026992797852,48
530,32754.63671875,446,1991,20.5674957275391,285.73299255371097,48
511,33666.4609375,446,1992,20.5021636962891,285.722994995117,48
435,34344.0625,446,1993,20.587582397461,287.723999023438,48
524,35151.234375,446,1994,20.6539154052735,291.282989501953,48
448,35733.81640625,446,1995,20.7291656494141,290.331991577148,48
399,36860.78515625,446,1996,20.7964965820313,286.651998901367,48
436,38783.25390625,446,1997,20.7755798339844,288.29599609375,48
413,40159.421875,446,1998,20.8742462158203,290.452996826172,48
538,41605.01171875,446,1999,20.9534973144532,291.537002563477,48
491,43219.0078125,446,2000,20.943832397461,290.606997680664,48
488,43048.65234375,446,2001,20.9324157714844,290.256002807617,48
507,42633.53125,446,2002,20.9203308105469,291.739007568359,48
527,43312.94921875,446,2003,20.8970794677735,292.337997436523,48
608,44553.67578125,446,2004,20.7331634521485,293.360003662109,48
510,46590.20703125,446,2005,20.7088287353516,294.832006835938,48
459,47266.3515625,446,2006,20.7528289794922,297.107000732422,48
480,47810.75,446,2007,20.7457458496094,299.568002319336,48
863,37222.83984375,447,1990,18.0920806884766,349.661999511719,12
859,36466.57421875,447,1991,18.0904968261719,355.117004394531,12
845,36732.59375,447,1992,18.0245819091797,352.948999023438,12
732,37500.1875,447,1993,18.1129150390625,354.281997680664,12
743,38216.35546875,447,1994,18.1787475585938,358.763995361328,12
872,39030.75390625,447,1995,18.1711639404297,358.413989257813,12
913,39824.8828125,447,1996,18.0887451171875,355.767987060547,12
832,40586.25390625,447,1997,18.1336639404297,357.972988891602,12
673,41863.85546875,447,1998,18.3197479248047,360.479986572266,12
740,43070.703125,447,1999,18.3844146728516,358.367990112305,12
693,44087.75390625,447,2000,18.2829162597657,355.772988891602,12
695,43961.69921875,447,2001,18.2559173583985,351.832989501953,12
745,44835.41015625,447,2002,18.2926666259766,352.879992675781,12
654,45680.234375,447,2003,18.2672485351563,352.937991333008,12
669,47915.7890625,447,2004,18.2419982910156,351.500988769531,12
647,49772.42578125,447,2005,18.2261627197266,350.694989013672,12
320,37222.83984375,448,1990,18.0920806884766,349.661999511719,12
304,36466.57421875,448,1991,18.0904968261719,355.117004394531,12
919,36732.59375,448,1992,18.0245819091797,352.948999023438,12
1034,37500.1875,448,1993,18.1129150390625,354.281997680664,12
832,38216.35546875,448,1994,18.1787475585938,358.763995361328,12
913,39030.75390625,448,1995,18.1711639404297,358.413989257813,12
772,39824.8828125,448,1996,18.0887451171875,355.767987060547,12
809,40586.25390625,448,1997,18.1336639404297,357.972988891602,12
829,41863.85546875,448,1998,18.3197479248047,360.479986572266,12
749,43070.703125,448,1999,18.3844146728516,358.367990112305,12
900,44087.75390625,448,2000,18.2829162597657,355.772988891602,12
953,43961.69921875,448,2001,18.2559173583985,351.832989501953,12
949,44835.41015625,448,2002,18.2926666259766,352.879992675781,12
699,45680.234375,448,2003,18.2672485351563,352.937991333008,12
817,47915.7890625,448,2004,18.2419982910156,351.500988769531,12
742,49772.42578125,448,2005,18.2261627197266,350.694989013672,12
791,50895.01171875,448,2006,18.3094970703125,350.400994873047,12
745,50591.9140625,448,2007,18.3989959716797,348.643994140625,12
680,33053.77734375,449,1990,19.4688293457032,346.048007202148,48
655,32754.63671875,449,1991,19.3913299560547,349.111004638672,48
611,33666.4609375,449,1992,19.3309967041016,348.361004638672,48
704,34344.0625,449,1993,19.4169952392578,350.866003417969,48
648,35151.234375,449,1994,19.4433288574219,354.103005981445,48
640,35733.81640625,449,1995,19.498080444336,354.146011352539,48
711,36860.78515625,449,1996,19.509912109375,352.39900817871097,48
804,38783.25390625,449,1997,19.4663299560547,356.130004882813,48
623,40159.421875,449,1998,19.5901641845703,359.57600402832,48
218,41605.01171875,449,1999,19.7487457275391,359.277005004883,48
941,43219.0078125,449,2000,19.7184143066406,359.502005004883,48
672,43048.65234375,449,2001,19.718832397461,358.260012817383,48
760,42633.53125,449,2002,19.7060821533203,361.252011108398,48
1024,43312.94921875,449,2003,19.7457489013672,362.183010864258,48
966,44553.67578125,449,2004,19.6717498779297,362.318005371094,48
899,46590.20703125,449,2005,19.6945831298828,362.123004150391,48
860,47266.3515625,449,2006,19.7729187011719,364.029000854492,48
548,47810.75,449,2007,19.7935028076172,365.342999267578,48
746,33053.77734375,450,1990,19.4688293457032,346.048007202148,48
670,32754.63671875,450,1991,19.3913299560547,349.111004638672,48
513,33666.4609375,450,1992,19.3309967041016,348.361004638672,48
536,34344.0625,450,1993,19.4169952392578,350.866003417969,48
612,35151.234375,450,1994,19.4433288574219,354.103005981445,48
643,35733.81640625,450,1995,19.498080444336,354.146011352539,48
736,36860.78515625,450,1996,19.509912109375,352.39900817871097,48
702,38783.25390625,450,1997,19.4663299560547,356.130004882813,48
703,40159.421875,450,1998,19.5901641845703,359.57600402832,48
725,41605.01171875,450,1999,19.7487457275391,359.277005004883,48
752,43219.0078125,450,2000,19.7184143066406,359.502005004883,48
644,43048.65234375,450,2001,19.718832397461,358.260012817383,48
772,42633.53125,450,2002,19.7060821533203,361.252011108398,48
912,43312.94921875,450,2003,19.7457489013672,362.183010864258,48
706,44553.67578125,450,2004,19.6717498779297,362.318005371094,48
723,46590.20703125,450,2005,19.6945831298828,362.123004150391,48
724,47266.3515625,450,2006,19.7729187011719,364.029000854492,48
488,47810.75,450,2007,19.7935028076172,365.342999267578,48
916,29909.263671875,451,1990,18.0126617431641,315.516983032227,1
798,30125.12109375,451,1991,17.9999938964844,320.584985351563,1
933,30973.501953125,451,1992,17.9423278808594,318.84098205566403,1
930,31430.3125,451,1993,18.0159118652344,320.624993896484,1
906,32527.224609375,451,1994,18.0666625976563,323.360992431641,1
795,33157.65625,451,1995,18.0784118652344,322.309997558594,1
782,33524.10546875,451,1996,17.9879119873047,320.816995239258,1
845,34395.45703125,451,1997,18.0106628417969,322.571997070313,1
771,35160.06640625,451,1998,18.1840789794922,325.85799255371097,1
883,36186.69921875,451,1999,18.2734130859375,324.022991943359,1
814,36488.875,451,2000,18.1955780029297,322.731994628906,1
789,36981.87109375,451,2001,18.1659973144531,319.335998535156,1
717,37917.7265625,451,2002,18.1958282470703,321.75,1
718,38981.94921875,451,2003,18.19599609375,321.959997558594,1
726,40459.859375,451,2004,18.1896636962891,321.706994628906,1
735,41626.84765625,451,2005,18.1677459716797,322.189993286133,1
705,41802.59765625,451,2006,18.2562469482422,322.163995361328,1
658,41921.078125,451,2007,18.3592468261719,321.434997558594,1
826,32184.34375,452,1990,18.711410522461,158.211001586914,4
748,31814.208984375,452,1991,18.528744506836,158.383996582031,4
779,31866.96484375,452,1992,18.4411590576172,159.602001953125,4
791,32500.63671875,452,1993,18.4653259277344,158.965002441406,4
860,33798.2578125,452,1994,18.5564910888672,157.945007324219,4
746,34197.2734375,452,1995,18.6149932861328,157.293011474609,4
656,35037.6171875,452,1996,18.6575775146485,155.884005737305,4
718,36208.234375,452,1997,18.7150787353516,156.505001831055,4
607,37541.83984375,452,1998,18.6806640625,155.921005249023,4
704,38742.98828125,452,1999,18.5887481689453,156.380017089844,4
625,39863.79296875,452,2000,18.6821655273438,155.753015136719,4
548,39959.94921875,452,2001,18.7629150390625,155.952014160156,4
666,40415.45703125,452,2002,18.8818328857422,153.541009521484,4
527,41290.75,452,2003,18.9801666259766,152.390002441406,4
514,43071.65625,452,2004,18.943832397461,151.144998168945,4
571,45191.9375,452,2005,18.9864135742188,151.886996459961,4
672,45979.1015625,452,2006,18.9486633300781,152.940994262695,4
631,45675.26171875,452,2007,18.9920806884766,153.42399597168,4
530,29909.263671875,453,1990,18.0126617431641,312.034008789063,1
701,30125.12109375,453,1991,17.9999938964844,317.509008789063,1
769,30973.501953125,453,1992,17.9423278808594,315.945007324219,1
837,31430.3125,453,1993,18.0159118652344,317.451000976563,1
1087,32527.224609375,453,1994,18.0666625976563,320.68200378418,1
1142,33157.65625,453,1995,18.0784118652344,319.852001953125,1
589,33524.10546875,453,1996,17.9879119873047,317.639001464844,1
704,34395.45703125,453,1997,18.0106628417969,319.460998535156,1
676,35160.06640625,453,1998,18.1840789794922,322.44599609375,1
914,36186.69921875,453,1999,18.2734130859375,319.963998413086,1
571,36488.875,453,2000,18.1955780029297,318.134994506836,1
805,36981.87109375,453,2001,18.1659973144531,314.113998413086,1
1160,37917.7265625,453,2002,18.1958282470703,315.681994628906,1
1073,38981.94921875,453,2003,18.19599609375,315.862994384766,1
1081,40459.859375,453,2004,18.1896636962891,315.539996337891,1
876,41626.84765625,453,2005,18.1677459716797,315.629995727539,1
808,41802.59765625,453,2006,18.2562469482422,315.560989379883,1
971,41921.078125,453,2007,18.3592468261719,314.085989379883,1
594,25119.72265625,454,1990,18.2707458496094,315.516983032227,28
595,25352.8984375,454,1991,18.2461608886719,320.584985351563,28
605,26285.49609375,454,1992,18.1885772705078,318.84098205566403,28
549,27290.556640625,454,1993,18.259326171875,320.624993896484,28
583,28789.10546875,454,1994,18.2872436523438,323.360992431641,28
639,29129.755859375,454,1995,18.3330780029297,322.309997558594,28
547,29937.380859375,454,1996,18.2560791015625,320.816995239258,28
550,30750.3671875,454,1997,18.2626617431641,322.571997070313,28
485,31567.619140625,454,1998,18.4327453613282,325.85799255371097,28
444,32394.828125,454,1999,18.5599151611328,324.022991943359,28
433,33652.734375,454,2001,18.4822479248047,319.335998535156,28
422,34045.30078125,454,2002,18.4969146728516,321.75,28
366,35048.6640625,454,2003,18.5100799560547,321.959997558594,28
358,35972.28125,454,2004,18.523828125,321.706994628906,28
375,37523.2109375,454,2005,18.500912475586,322.189993286133,28
